개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,사용안내전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
스포츠타운,잔디구장,축구장,연중무휴,9:00,22:00,9:00,22:00,Y,"1000","37424",없음,서면+인터넷,http://stadium.haman.go.kr,경상남도 함안군 가야읍 함안대로 619-4,경상남도 함안군 가야읍 도항리 247-1,경상남도 함안군,055-580-3604,35.28045375,128.3986828,2020/10/27,"5400000",경상남도 함안군
동탄2 제3호 체육공원(장지체육공원) 족구장,동탄2 제3호 체육공원(장지체육공원),족구장,N,6:00,22:00,6:00,22:00,N,,"783",,,,,경기도 화성시 장지동 산15,화성도시공사,,37.159771,127.111289,2020/05/24,"5530000",경기도 화성시
동탄2 제3호 체육공원(장지체육공원) 축구장,동탄2 제3호 체육공원(장지체육공원),축구장,N,6:00,22:00,6:00,22:00,Y,,"3750",,,,,경기도 화성시 장지동 산15,화성도시공사,,37.159771,127.111289,2020/05/24,"5530000",경기도 화성시
동탄2 크린에너지센터 배드민턴장,동탄2 크린에너지센터,배드맨턴장,N,6:00,22:00,6:00,22:00,Y,,"1216",,,,,경기도 화성시 동탄대로9길 76,화성도시공사,,37.175346,127.097403,2020/05/24,"5530000",경기도 화성시
송방공원 농구장,송방공원,농구장,N,6:00,22:00,6:00,22:00,N,,"190",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
방교공원(근린11호) 배드민턴장,방교공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"567",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
신리천공원(근린13호),다목적구장,다목적경기장,N,6:00,22:00,6:00,22:00,N,,"550",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
배마루공원(근린20호),족구장,족구장,N,6:00,22:00,6:00,22:00,N,,"952",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
왕배산체육공원(체육2호),축구장,축구장,N,6:00,22:00,6:00,22:00,N,,"360",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
산척공원(근린21호),배드민턴장,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"181",,,,,경기도 화성시 동탄대로9길 76,화성도시공사,,37.175346,127.097403,2020/05/24,"5530000",경기도 화성시
왕배산 체육공원(체육2호),축구장,축구장,N,6:00,22:00,6:00,22:00,N,,"5980",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
"목동공원(근린19호, 목동이음터)",축구장,축구장,N,6:00,22:00,6:00,22:00,N,,"3071",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
동탄2 제3호 체육공원(장지체육공원),농구장,농구장,N,6:00,22:00,6:00,22:00,N,,"608",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
동탄2 제3호 체육공원(장지체육공원),족구장,족구장,N,6:00,22:00,6:00,22:00,N,,"783",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
동탄2 제3호 체육공원(장지체육공원),축구장,축구장,N,6:00,22:00,6:00,22:00,N,,"3750",,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
동탄물류단지,농구장,농구장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
동탄물류단지,배드민턴장,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
제23호 근린공원 생활체육마당,배드민턴장,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
제23호 근린공원 생활체육마당,농구장(반코트),농구장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
제24호 근린공원 송방3교 하부,농구장(반코트),농구장,N,6:00,22:00,6:00,22:00,N,,,,,,,경기도 화성시 방교동 861,화성도시공사,,37.168066,127.090474,2020/05/24,"5530000",경기도 화성시
덕산면종합복지센터 체육단련실,덕산면종합복지센터,체육관,"토,일,공휴일",9:00,18:00,0:00,0:00,N,"15",,화장실,방문,,충청남도 예산군 덕산면 덕산온천로 391,충청남도 예산군 덕산면 신평리 344-1,충청남도 예산군청,041-339-8988,36.70130576,126.6653535,2021/04/23,"4610000",충청남도 예산군
스포츠센터 헬스장,헬스장,체육관,월요일,6:30,20:30,9:00,17:00,Y,"50","472",,,,전라남도 영광군 영광읍 월현로 170,,전라남도 영광군청,061-350-4852,35.28913291,126.4940851,2020/10/01,"4970000",전라남도 영광군
스포츠센터 실내수영장,수영장,체육관,월요일,6:30,20:30,9:00,17:00,Y,"600","2491",어린이독서실+매점,,,전라남도 영광군 영광읍 월현로 170,,전라남도 영광군청,061-350-4852,35.28913291,126.4940851,2020/10/01,"4970000",전라남도 영광군
스포츠센터 테니스장,테니스장,체육관,연중무휴,6:00,22:00,6:00,22:00,Y,"200","7229",물품보관소+본부석,,,전라남도 영광군 영광읍 월현로 170,,전라남도 영광군청,061-350-5253,35.28913291,126.4940851,2020/10/01,"4970000",전라남도 영광군
대우푸르지오 공원 풋살구장,대우푸르지오 공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"684",,,,,경기도 화성시 반월동885-1,화성도시공사,,37.234064,127.067436,2020/05/24,"5530000",경기도 화성시
너른공원 풋살구장,너른공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"400",,,,,경기도 화성시 동탄면 방교리 762,화성도시공사,,37.182949,127.090104,2020/05/24,"5530000",경기도 화성시
동탄 여울공원 농구장,동탄 여울공원,농구장,N,6:00,22:00,6:00,22:00,N,,"640",,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020/05/24,"5530000",경기도 화성시
동탄 여울공원 배드민턴장,동탄 여울공원,배드맨턴장,N,6:00,22:00,6:00,22:00,N,,"468",,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020/05/24,"5530000",경기도 화성시
동탄 여울공원 족구장,동탄 여울공원,족구장,N,6:00,22:00,6:00,22:00,N,,"640",,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020/05/24,"5530000",경기도 화성시
동탄 여울공원 축구장,동탄 여울공원,축구장,N,6:00,22:00,6:00,22:00,Y,,"7140",,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020/05/24,"5530000",경기도 화성시
동탄 여울공원 테니스장,동탄 여울공원,테니스장,N,6:00,22:00,6:00,22:00,Y,,"1976.4",,,,,경기도 화성시 오산동 538-1,홍학선,,37.196461,127.085966,2020/05/24,"5530000",경기도 화성시
동탄 여울공원 풋살구장,동탄 여울공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"960",,,,,경기도 화성시 오산동 538-1,화성도시공사,,37.196461,127.085966,2020/05/24,"5530000",경기도 화성시
동탄2 제3호 체육공원(장지체육공원) 농구장,동탄2 제3호 체육공원(장지체육공원),농구장,N,6:00,22:00,6:00,22:00,N,,"608",,,,,경기도 화성시 장지동 산15,화성도시공사,,37.159771,127.111289,2020/05/24,"5530000",경기도 화성시
우리누리청소년문화센터 체육관,우리누리청소년문화센터,체육관,"매월 2째주, 4째주 일요일",9:00,22:00,9:00,20:00,Y,"630",1.159.57,,,,경상남도 창원시 마산회원구 팔용로 128,경상남도 창원시 마산회원구 합성동 91-3,창원시설공단,055-712-0315,35.240104,128.590761,2020/12/02,B553892,창원시설공단
서창운동장 축구장,서창운동장,축구장,연중무휴,7:00,22:00,9:00,22:00,Y,,"14515",,인터넷,http://ycs.yssisul.or.kr/stms/img/sub06/img02_1.gif,경상남도 양산시 대운9길 16-85(삼호동),경상남도 양산시 삼호동 산34,경상남도 양산시시설관리공단,055-379-8574,35.412099,129.179619,2020/10/22,"5380000",경상남도 양산시
웅상체육공원 축구장,웅상체육공원,축구장,연중무휴,7:00,22:00,9:00,22:00,Y,,"10650",,인터넷,http://ycs.yssisul.or.kr/stms/img/sub05/img02_1.gif,경상남도 양산시 배움터길 60-19(평산동),경상남도 양산시 평산동 283,경상남도 양산시시설관리공단,055-379-8574,35.374237,129.142799,2020/10/22,"5380000",경상남도 양산시
중대 풋살장,중대 풋살장,풋살경기장,연중무휴,9:00,18:00,9:00,18:00,N,,,풋살장,인터넷,,경기도 광주시 순암로 157-5,경기도 광주시 중대동 321-2,경기도 광주시청,031-760-2996,37.39602364,127.2322018,2020/09/10,"5540000",경기도 광주시
장지 풋살장,장지 풋살장,풋살경기장,연중무휴,9:00,18:00,9:00,18:00,N,,,풋살장,인터넷,,,경기도 광주시 장지동 131-58,경기도 광주시청,031-760-2996,37.39195766,127.2480683,2020/09/10,"5540000",경기도 광주시
군위생활체육공원 족구장,군위생활체육공원,족구장,연중무휴,9:00,22:00,9:00,18:00,Y,,,,방문,,경상북도 군위군 군위읍 군청로 158,경상북도 군위군 군위읍 동부리 155,경상북도 군위군청,054-380-7213,36.23709577,128.5738995,2020/12/22,"5140000",경상북도 군위군
삼국유사군위풋살장,삼국유사군위풋살장,풋살경기장,연중무휴,9:00,21:00,9:00,18:00,Y,,,,방문,,경상북도 군위군 군위읍 군청로 159,,경상북도 군위군청,054-380-7214,36.23709577,128.5738995,2020/12/22,"5140000",경상북도 군위군
삼국유사군위야구장(실 내.외),삼국유사군위야구장,야구장,연중무휴,9:00,22:00,9:00,22:00,Y,,"39000",,방문,,경상북도 군위군 군위읍 내량길 28-28,경상북도 군위군 군위읍 내량리 1-1,군위군 문화체육시설사업소,054-380-7223,36.23709577,128.5738995,2020/12/22,"5140000",경상북도 군위군
봉담 과천간 고가하부 체육시설 풋살구장,봉담 과천간 고가하부 체육시설,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"800",,,,,경기도 화성시 봉담읍 수영리 541-2번지,화성시,,37.234279,126.948797,2020/05/24,"5530000",경기도 화성시
무봉체육시설 풋살구장,무봉체육시설,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"924",,,,,경기도 화성시 동탄면 중리 833-196 일원,화성시,,37.203871,127.141899,2020/05/24,"5530000",경기도 화성시
동화마을생태공원 풋살구장,동화마을생태공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"684",,,,,경기도 화성시 봉담읍동화리583번지,화성도시공사,,37.213302,126.957989,2020/05/24,"5530000",경기도 화성시
동탄센트럴파크 풋살구장,동탄센트럴파크,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"2200",,,,,경기도 화성시 반송동 59,화성도시공사,,37.20564,127.063584,2020/05/24,"5530000",경기도 화성시
동탄2 제1호 체육공원 풋살구장,동탄2 제1호 체육공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"1125",,,,,경기도 화성시 영천동 670-2,화성도시공사,,37.205884,127.106886,2020/05/24,"5530000",경기도 화성시
동탄 수질복원센터 풋살구장,동탄 수질복원센터,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"800",,,,,경기도 화성시 동탄면 방교리 795,화성도시공사,,37.176876,127.086562,2020/05/24,"5530000",경기도 화성시
도원체육공원 풋살구장,도원체육공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"600",,,,,경기도 화성시 향남읍행정리478,화성도시공사,,37.13263,126.928077,2020/05/24,"5530000",경기도 화성시
오남체육문화센터,오남체육문화센터,체육관,매월 첫째주+셋째주 일요일+신정당일+설+추석 전후3일,6:00,22:00,9:00,17:00,Y,"919","1013",요가매트 30개 등,인터넷+방문,https://www.ncuc.or.kr/on/405,경기도 남양주시 오남읍 진건오남로577번길 11,경기도 남양주시 오남읍 오남리 538-1,남양주도시공사,031-560-1371,37.68487139,127.2098699,2021/03/11,"3990000",경기도 남양주시
남양주체육문화센터,남양주체육문화센터,테니스장,신정+설+추석전후3일,6:00,22:00,9:00,17:00,Y,"20","3985",테니스공,인터넷+방문+전화,http://www.ncuc.or.kr/nyj,경기도 남양주시 다산지금로 91,경기도 남양주시 이패동 산87,남양주도시공사,031-560-1301,37.60533871,127.1758528,2021/03/11,"3990000",경기도 남양주시
향남2 오음공원 파크골프장,향남2 오음공원,골프장,N,6:00,22:00,6:00,22:00,Y,,"7117",,,,,경기도 화성시 향남읍 상신리 1260,화성도시공사,,37.104722,126.903314,2020/05/24,"5530000",경기도 화성시
동탄 수질복원센터 파크골프장,동탄 수질복원센터,골프장,N,6:00,22:00,6:00,22:00,Y,,"21045",,,,,경기도 화성시 동탄면 방교리 795,화성도시공사,,37.176876,127.086562,2020/05/24,"5530000",경기도 화성시
향남2 화합공원 풋살구장,향남2 화합공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"800",,,,,경기도 화성시 향남읍 상신리 1254,화성도시공사,,37.105509,126.905553,2020/05/24,"5530000",경기도 화성시
행복근린공원 풋살구장,행복근린공원,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"810",,,,,경기도 화성시 반월동875,화성도시공사,,37.222097,127.051459,2020/05/24,"5530000",경기도 화성시
햇빛어린이공원(현대1호) 풋살구장,햇빛어린이공원(현대1호),풋살경기장,N,6:00,22:00,6:00,22:00,N,,"380",,,,,경기도 화성시 반월동 184-3,화성도시공사,,37.232897,127.056564,2020/05/24,"5530000",경기도 화성시
진안동풋살구장 풋살구장,진안동풋살구장,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"668",,,,,경기도 화성시 진안동 832-235,화성도시공사,,37.208778,127.027967,2020/05/24,"5530000",경기도 화성시
제부 공공하수처리시설 풋살구장,제부 공공하수처리시설,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"740",,,,,경기도 화성시 서신면 제부리 280-3,맑은물사업소,,37.173152,126.621718,2020/05/24,"5530000",경기도 화성시
정남 공공하수처리시설 풋살구장,정남 공공하수처리시설,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"750",,,,,경기도 화성시 정남면 발산리 50,맑은물사업소,,37.168255,126.993366,2020/05/24,"5530000",경기도 화성시
전곡해양일반산업(3호 공원) 풋살구장,전곡해양일반산업(3호 공원),풋살경기장,N,6:00,22:00,6:00,22:00,N,,"924",,,,,경기도 화성시 서신면 전곡리 1112,화성도시공사,,37.184419,126.676674,2020/05/24,"5530000",경기도 화성시
장안2첨단산업단지 공원(1호) 풋살구장,장안2첨단산업단지 공원(1호),풋살경기장,N,6:00,22:00,6:00,22:00,N,,"270",,,,,경기도 화성시 장안면 수촌리 1466,화성도시공사,,37.109873,126.847772,2020/05/24,"5530000",경기도 화성시
안녕동 풋살구장 풋살구장,안녕동 풋살구장,풋살경기장,N,6:00,22:00,6:00,22:00,N,,"445",,,,,경기도 화성시 안녕동 71-41,화성도시공사,,37.201129,127.021655,2020/05/24,"5530000",경기도 화성시
인곡1저류지 축구장,인곡1저류지,축구장,N,6:00,22:00,6:00,22:00,Y,,"600",,,,,경기도 화성시 능동 1106,화성도시공사,,37.21408,127.054094,2020/05/24,"5530000",경기도 화성시
군위생활체육공원 축구장(인조잔디),군위생활체육공원,축구장,연중무휴,9:00,22:00,9:00,18:00,Y,,,,방문,,경상북도 군위군 군위읍 군청로 158,경상북도 군위군 군위읍 동부리 155,경상북도 군위군청,054-380-7213,36.23709577,128.5738995,2020/12/22,"5140000",경상북도 군위군
