야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,1일최대수용인원수,편의시설,안전시설,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
어은돌야영장,야영장,36.75147138,126.133695,충청남도 태안군 소원면 연들길 67-3,충청남도 태안군 소원면 연들길 67-3,041-670-2114,15,36,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
물결캠핑장,야영장,36.898359,126.208839,충청남도 태안군 원북면 방갈리 515-210,충청남도 태안군 원북면 방갈리 515-210,041-670-2114,1,32,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
바다물결캠핑장,야영장,36.89781503,126.2086028,충청남도 태안군 원북면 방갈리 515-254,충청남도 태안군 원북면 방갈리 515-254,041-670-2114,1,196,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
바다여행캠핑장,야영장,36.8911567,126.2017527,충청남도 태안군 원북면 방갈리 535,충청남도 태안군 원북면 방갈리 535,041-670-2114,2,84,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
학암포퍼스트캠핑장,야영장,36.898908,126.204585,충청남도 태안군 원북면 방갈리 515-136,충청남도 태안군 원북면 방갈리 515-136,041-670-2114,24,56,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
벗과뱃나루캠핑리조트,야영장,36.61396793,126.3024232,충청남도 태안군 남면 신온리 169-18,충청남도 태안군 남면 신온리 169-18,041-670-2114,2,84,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
비비오토캠프,야영장,36.613369,126.3037173,충청남도 태안군 남면 신온리 169-13,충청남도 태안군 남면 신온리 169-13,041-670-2114,2,48,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
캠핑코리아,야영장,36.83411147,126.1830237,충청남도 태안군 원북면 신두로 689-37,충청남도 태안군 원북면 신두로 689-37,041-675-9006,7,56,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
버디버디,야영장,36.72477926,126.2730205,충청남도 태안군 남면 진산리 613-11,충청남도 태안군 남면 진산리 613-11,041-670-2114,1,56,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
오션파크,야영장,36.6752462,126.2800521,충청남도 태안군 남면 몽산리 782-13,충청남도 태안군 남면 몽산리 782-13,041-672-3043,2,104,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
돌고래오토캠핑장,야영장,36.674219,126.2695326,충청남도 태안군 남면 몽산리 661-4,충청남도 태안군 남면 몽산리 661-4,041-670-2114,1,24,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
한마음오토캠핑장,야영장,36.423252,126.360881,충청남도 태안군 고남면 장곡리 617-1,충청남도 태안군 고남면 장곡리 617-1,041-670-2114,8,16,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
만리포미소카라반,야영장,36.78396012,126.1405792,충청남도 태안군 소원면 모항리 1325-120,충청남도 태안군 소원면 모항리 1325-120,041-670-2114,3,12,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
곰섬야영장,야영장,36.588455,126.291436,충청남도 태안군 남면 신온리 903-34,충청남도 태안군 남면 신온리 903-34,041-670-2114,52,208,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
청산야영장,야영장,36.8178567,126.2804614,충청남도 태안군 원북면 청산리 254-11,충청남도 태안군 원북면 청산리 254-11,041-670-2114,4,16,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
만리포몰디브,야영장,36.79633157,126.14787,충청남도 태안군 소원면 의항리 977-26,충청남도 태안군 소원면 의항리 977-26,041-670-2114,1,52,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
돌고래펜션야영장,야영장,36.674017,126.2692144,충청남도 태안군 남면 몽산리 661-1,충청남도 태안군 남면 몽산리 661-1,041-670-2114,1,20,전기시설+하수도시설,소화기+대피공간,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
산들바다관광농원,자동차야영장,35.06895735,128.4493999,경상남도 고성군 동해면 외산로 330,경상남도 고성군 동해면 외산리 1122,000-0000-0000,37,148,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
밀양아리랑 오토캠핑장,자동차야영장,35.351261,128.756852,,경상남도 밀양시 하남읍 백산리474-32,055-359-4620,200,800,"전기시설, 샤워실, 개수대, 족구장 2면,다목적구장 3면","소화기, 대피공간,CCTV 18, 재난경보시설3,수위경보시설 1",055-359-4636,밀양시청,2019-06-05,6480000,경상남도
사과향기캠핑장,야영장,35.57896018,128.9806016,경상남도 밀양시 산내면 엄음골옛실 347-12(산내면),경상남도 밀양시 산내면 남명리2,000-0000-0000,18,76,"전기시설, 샤워실, 개수대, 매점","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
밀양표충오토캠핑장,자동차야영장,35.52328185,128.9267413,경상남도 밀양시 단장면 바드리길 7(단장면),경상남도 밀양시 단장면 구천리581,000-0000-0000,106,424,"전기시설, 샤워실, 개수대, 매점,수영장,취사장","소화기, CCTV,",055-351-1033,밀양시청,2019-06-05,6480000,경상남도
호반오토캠핑장,자동차야영장,35.56264792,128.8939411,경상남도 밀양시 산내면 발례1길 103-8(산내면),경상남도 밀양시 산내면 임고리224,000-0000-0000,87,420,"전기시설, 샤워실, 개수대,  족구장, 매점, 수영장","소화기, CCTV,",055-351-2256,밀양시청,2019-06-05,6480000,경상남도
범도오토캠핑장(총무),자동차야영장,35.52336872,128.9099532,경상남도 밀양시 단장면 표충로 860(단장면),경상남도 밀양시 단장면 범도리780,000-0000-0000,40,160,"전기시설,샤워실,개수대, 실내놀이터, 매점,관리실","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
밀양사계절야영장,자동차야영장,35.51301682,128.8425068,경상남도 밀양시 산외면 표충로 11-9(산외면),경상남도 밀양시 산외면 금곡리16-34,000-0000-0000,8,50,"전기시설,샤워실, 개수대,매점,축구장,족구장,농구장,놀이터,물놀이장","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
VIP오토캠핑장,자동차야영장,35.49714256,128.9269057,경상남도 밀양시 단장면 고례3길 14-5(단장면),경상남도 밀양시 단장면 고례리1408,000-0000-0000,14,100,"전기시설,샤워실,개수대,매점","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
패미리오토캠핑장,자동차야영장,35.54612919,128.8586789,경상남도 밀양시 산외면 밀양대로 3516(산외면),경상남도 밀양시 산외면 희곡리7,000-0000-0000,40,160,"전기시설,샤워실,개수대,매점","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
재약산 숲 야영장,야영장,35.5248101,128.909802,경상남도 밀양시 단장면 범도리774-1,경상남도 밀양시 단장면 범도리774-1,000-0000-0000,5,30,"전기시설,샤워실,개수대,매점","소화기, CCTV,",055-353-9965,밀양시청,2019-06-05,6480000,경상남도
구만산장 캠핑장,야영장,35.6009688,128.871028,,경상남도 밀양시 산내면 봉의리939,000-0000-0000,48,200,"매점,물놀이장, 샤워실,개수대, 전기시설","소화기, CCTV,",055-353-7252,밀양시청,2019-06-05,6480000,경상남도
향림오토캠핑장,자동차야영장,35.57974936,128.9801754,경상남도 밀양시 산내면 얼음골로134-25(산내면),경상남도 밀양시 산내면 삼양리 181-7,000-0000-0000,24,100,"전기시설,샤워실,개수대,화장실, 족구장","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
초록슈피아캠핑장,자동차야영장,35.5872461,128.9570481,경상남도 밀양시 산내면 산내로 1174-1(산내면),경상남도 밀양시 산내면 남명리1968-8,000-0000-0000,17,120,"화장실,샤워실,개수대,매점","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
서당골캠핑장,야영장,35.515402,128.6014958,경상남도 밀양시 무안면 삼화길 680-22(무안면),경상남도 밀양시 무안면 화봉리 1528,000-0000-0000,6,30,"화장실,샤워실,개수대","소화기, CCTV,",000-0000-0000,밀양시청,2019-06-05,6480000,경상남도
마루한캠핑장,야영장,35.31472909,127.0587526,전라남도 담양군 금성면 상신기길 108,전라남도 담양군 금성면 봉황리 104-2,061-380-3151,36,80,휴게실,대피소,061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
노일강 캠핑장,야영장,37.68896321,127.7315872,강원도 홍천군 북방면 노일로 342-16,강원도 홍천군 북방면 노일리 923-1,033-432-1335,10,20,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
우니메이카,야영장,37.72937032,128.2392622,강원도 홍천군 서석면 마리소리길 57,강원도 홍천군 서석면 검산리 357,033-5852-8918,8,20,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
살둔산장,야영장,37.83144605,128.3691749,강원도 홍천군 내면 살둔길 30-15,강원도 홍천군 내면 율전리 212-10,033-435-5984,10,20,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
클럽레스피아,야영장,37.68563575,127.7276909,강원도 홍천군 북방면 구룡밭길 24-30,강원도 홍천군 북방면 노일리 854-5,070-7719-6891,10,20,화장실+취사시설+,소화기+대피공간,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
폴라리스야영장,야영장,35.0636451,128.4787,경상남도 고성군 동해면 내산리 102-4,경상남도 고성군 동해면 조선특구로 2126,070-7422-7089,10,40,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
연화산반딧불이캠핑장,자동차야영장,35.0531346,128.2036754,경상남도 고성군 영현면 고봉로 613-36,경상남도 고성군 영현면 봉림리 44-9,055-759-3303,40,160,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
아트앤체험캠프,자동차야영장,34.9998654,128.286435,경상남도 고성군 대가면 무량로 251,경상남도 고성군 대가면 연지리 279,000-0000-0000,45,180,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
라파엘펜션글램핑,야영장,35.04637405,128.38246,경상남도 고성군 회화면 당항만로 949,경상남도 고성군 회화면 당항리 543-13,055-673-8318,15,60,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
얼음골야영장,야영장,34.98335201,128.1780366,경상남도 고성군 상리면 삼상로 1411,경상남도 고성군 상리면 동산리 135-2,000-0000-0000,14,56,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
고성패밀리캠핑장,자동차야영장,34.9940595,128.2201195,경상남도 고성군 상리면 상정대로 1186,경상남도 고성군 상리면 528-4,000-0000-0000,31,124,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
충효테마관광농원야영장,자동차야영장,35.02401329,128.290636,경상남도 고성군 대가면 유흥갈천길 240,경상남도 고성군 대가면 척정리 1802-1,000-0000-0000,31,124,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
당항포관광지오토캠핑장,자동차야영장,35.0552275,128.3973788,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 당항리 112-2,055-670-4501,318,1272,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
장좌리캠핑장,자동차야영장,35.00965144,128.449549,경상남도 고성군 동해면 구절로 200,경상남도 고성군 동해면 장좌리 1029-1,055-672-5814,24,96,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
청광새들녘영농조합법인야영장,야영장,35.11480819,128.3092653,경상남도 고성군 개천면 영회로 1296,경상남도 고성군 개천면 청광리 521-4,055-672-7985,29,116,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
고성다이노캠핑장,자동차야영장,34.92321064,128.2987862,경상남도 고성군 삼산면 두포5길 193,경상남도 고성군 삼산면 두포리 177-16,055-672-7992,34,136,"화장실, 샤워실, 취사장","소화기, 연기감지기",055-670-2234,고성군청,2019-06-05,6480000,경상남도
